id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm842869,Fadily Camara: La plus drôle de tes copines,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris.",2019,54,['comedy'],['FR'],6.287777260176683,irrepressible french comedian fadily camara weave joke vivid character physical comedy lively standup show cigale paris
tm918894,Anelka: Misunderstood,Bad boy or football genius? Famed French footballer Nicolas Anelka's controversial legacy is examined in an unflinching documentary.,2020,94,"['documentation', 'sport']",['FR'],6.469074920217348,bad boy football genius famed french footballer nicolas anelka controversial legacy examined unflinching documentary
tm823848,Mohamed Hussein,"Mohamed Hussein, a chauffeur at a 5-star hotel, is accused by the police of murdering a famous painter who had just arrived from Paris and was staying at the hotel where he works, since he was the last person to come in contact with him. Before his death, the painter sketches a grand painting on Mohamed's back which draws the attention of a mob who are now after his ""back-painting"".",2019,96,['comedy'],['EG'],7.2,mohamed hussein chauffeur 5star hotel accused police murdering famous painter arrived paris staying hotel work since last person come contact death painter sketch grand painting mohamed back draw attention mob backpainting
tm831125,American Factory: A Conversation with the Obamas,Barack and Michelle Obama talk with the directors of the documentary American Factory about the importance of storytelling and the impact of their film.,2019,10,['documentation'],['US'],5.5,barack michelle obama talk director documentary american factory importance storytelling impact film
tm843222,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,2019,45,['documentation'],['JP'],6.000000000000001,indepth look fullcycle breeding program bluefin kindai tuna pioneered kinki university aqua culture research institute
tm675214,Mokalik (Mechanic),"'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the other side of the tracks - When his father arrives to take him home; Ponmile has to make up his mind if he wants to return to school or take on his apprenticeship full time.",2019,100,"['comedy', 'drama']",['NG'],5.392067714590408,mokalik follows career 11yearold boy ponmile middleclass suburb spends day lowly apprentice mechanic workshop order view life side track father arrives take home ponmile make mind want return school take apprenticeship full time
tm852775,Amit Tandon: Family Tandoncies,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.",2020,72,['comedy'],['IN'],6.762704925046446,death romance marriage injustice modernday parenting amit tandon share wisdom wisecrack battlescarred family guy
tm822167,The Panti Sisters,Three gay sons are called back by their estranged and terminally-ill father and given an offer they can't refuse: a P300 million inheritance in exchange for each of them giving him a grandchild.,2019,108,"['comedy', 'drama', 'romance']",['PH'],4.660290367681463,three gay son called back estranged terminallyill father given offer refuse p300 million inheritance exchange giving grandchild
tm461427,15 August,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",2019,124,"['romance', 'drama']",['IN'],6.875312802261964,india independence day zany mishap mumbai chawl disrupts young love story compelling resident unite aid little boy
tm464212,Antoine Griezmann: The Making of a Legend,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world's top soccer players and a World Cup champion.",2019,60,"['documentation', 'sport']",['FR'],6.993761846872382,heart determination antoine griezmann overcame small stature become one world top soccer player world cup champion
tm1041549,Dear Affy,An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.,2020,126,"['romance', 'comedy']",['NG'],5.2,engaged couple hit number speed bump road matrimony including major career complication question fidelity
tm471802,Sur Sapata,"This story is about young boys who have capabilities of playing KABADDI but the society is against them, they took this as challenge and their journey starts from here. Boys went out of the box after facing hardship and being discouraged from their guru and parents to win hearts of people. To feel the thrill, motivation, entertainment, comedy, sportsmanship; come and watch movie along with your family and friends.",2019,128,"['comedy', 'drama', 'sport']",['IN'],8.462817890223246,story young boy capability playing kabaddi society took challenge journey start boy went box facing hardship discouraged guru parent win heart people feel thrill motivation entertainment comedy sportsmanship come watch movie along family friend
tm837802,Luccas Neto in: Children's Day,Luccas Neto is planning a big Children's Day celebration at a school but an unexpected threat puts the party and his friends at risk.,2019,81,"['comedy', 'family']",['BR'],8.48092005616372,luccas neto planning big child day celebration school unexpected threat put party friend risk
tm849871,Death Can Wait,"Juan Pablo, upon learning that he was going to die, decided to steal from the mafia and spend every penny in Europe with Javier, his only friend. Thus, these humble employees embark on a costly and fun journey, with the complicity of Monica, their co-worker.",2020,91,['comedy'],['CO'],6.1618688066608165,juan pablo upon learning going die decided steal mafia spend every penny europe javier friend thus humble employee embark costly fun journey complicity monica coworker
tm825934,Super Monsters Back to School,"Lobo's cousin Vida moves to town, Lobo shows her his favorite places around town, and the next day Vida has her first day of school.",2019,23,['animation'],"['US', 'CA']",6.299025348251757,lobo cousin vida move town lobo show favorite place around town next day vida first day school
